	id	model_type	name	readonly	readwrite	requirement
689	DCDP_e	Metabolite	dCDP	-	x	x
690	DCMP_e	Metabolite	dCMP	-	x	x
691	dCMP64dCMP_e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
692	dCMP64dCMP_dewar_e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
693	dCMP64dTMP_e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
694	dCMP64dTMP_dewar_e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
695	dCMP_GLYC_e	Metabolite	2-'deoxycytidine monophosphate glycol	-	x	x
696	dCpdCp_e	Metabolite	dCp-dCp	-	x	x
697	DCTP_e	Metabolite	dCTP	-	x	x
698	dC_GLYC_e	Metabolite	2-'deoxycytidine glycol	-	x	x
699	DDCA_e	Metabolite	Dodecanoate (n-C12:0)	-	x	x
700	DDECG3P_e	Metabolite	1-dodecanoyl-sn-glycerol 3-phosphate	-	x	x
701	deoxyG6P_e	Metabolite	2-deoxy-glucose-6-phosphate	-	x	x
702	deoxyGLC_e	Metabolite	2-deoxy-glucose	-	x	x
703	DG_e	Metabolite	deoxyguanosine	-	x	x
704	DGDP_e	Metabolite	dGDP	-	x	x
705	DGMP_e	Metabolite	dGMP	-	x	x
706	dGpdGp_e	Metabolite	dGp-dGp	-	x	x
707	DGTP_e	Metabolite	dGTP	-	x	x
708	DHA_e	Metabolite	Dihydroxyacetone	-	x	x
709	DHdT_e	Metabolite	5,6-dihydro-2'-deoxythymidine	-	x	x
710	DHdTMP_e	Metabolite	5,6-dihydro-2'-deoxythymidine monophosphate	-	x	x
711	DHdU_e	Metabolite	5,6-dihydroxy-2'-deoxyuridine	-	x	x
712	DHdUMP_e	Metabolite	5,6-dihydroxy-2'-deoxyuridine monophosphate	-	x	x
713	DHF_e	Metabolite	dihydrofolate	-	x	x
714	dhpdU_e	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine	-	x	x
715	dhpdUMP_e	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine monophosphate	-	x	x
716	diacylglycerolCys_e	Metabolite	S-diacylglycerol cysteine 	-	x	x
717	DIBUTYRIN_e	Metabolite	dibutyrin	-	x	x
718	dINS_e	Metabolite	2'-deoxyinosine	-	x	x
719	dINSMP_e	Metabolite	2'-deoxyinosine monophosphate	-	x	x
720	DMBA_e	Metabolite	dimethylbenzyl alcohol	-	x	x
721	doxorubicin_e	Metabolite	Doxorubicin	-	x	x
722	DPCOA_e	Metabolite	dephospho-CoA	-	x	x
723	DPG_e	Metabolite	3-Phospho-D-glyceroyl phosphate	-	x	x
724	DR1P_e	Metabolite	2-Deoxy-D-ribose 1-phosphate	-	x	x
725	DR5P_e	Metabolite	2-Deoxy-D-ribose 5-phosphate	-	x	x
726	DT_e	Metabolite	thymidine	-	x	x
727	dT64dC_e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine	-	x	x
728	dT64dC_dewar_e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
729	dT64dT_e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine	-	x	x
730	dT64dT_dewar_e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
731	DTDP_e	Metabolite	dTDP	-	x	x
732	DTMP_e	Metabolite	dTMP	-	x	x
733	dTMP64dCMP_e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
734	dTMP64dCMP_dewar_e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
735	dTMP64dTMP_e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
736	dTMP64dTMP_dewar_e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
737	dTMP_GLYC_e	Metabolite	2'-deoxythymidine monophosphate glycol	-	x	x
738	dTpdTp_e	Metabolite	dTp-dTp	-	x	x
739	DTTP_e	Metabolite	dTTP	-	x	x
740	dT_GLYC_e	Metabolite	2'-deoxythymidine glycol	-	x	x
741	DU_e	Metabolite	deoxyuridine	-	x	x
742	DUDP_e	Metabolite	dUDP	-	x	x
743	DUMP_e	Metabolite	dUMP	-	x	x
744	DUTP_e	Metabolite	dUTP	-	x	x
745	dXAN_e	Metabolite	2'-deoxyxanthosine	-	x	x
746	dXANMP_e	Metabolite	2'-deoxyxanthosine monophosphate	-	x	x
747	e1dA_e	Metabolite	1-ethyl-2'-deoxyadenosine	-	x	x
748	e1dAMP_e	Metabolite	1-ethyl-2'-deoxyadenosine monophosphate	-	x	x
749	e1dG_e	Metabolite	1-ethyl-2'-deoxyguanosine	-	x	x
750	e1dGMP_e	Metabolite	1-ethyl-2'-deoxyguanosine monophosphate	-	x	x
751	e3dA_e	Metabolite	3-ethyl-2'-deoxyadenosine	-	x	x
752	e3dAMP_e	Metabolite	3-ethyl-2'-deoxyadenosine monophosphate	-	x	x
753	e3dC_e	Metabolite	3-ethyl-2'-deoxycytidine	-	x	x
754	e3dCMP_e	Metabolite	3-ethyl-2'-deoxycytidine monophosphate	-	x	x
755	e3dG_e	Metabolite	3-ethyl-2'-deoxyguanosine	-	x	x
756	e3dGMP_e	Metabolite	3-ethyl-2'-deoxyguanosine monophosphate	-	x	x
757	e3dT_e	Metabolite	3'-ethyl-2'-deoxythymidine	-	x	x
758	e3dTMP_e	Metabolite	3'-ethyl-2'-deoxythymidine monophosphate	-	x	x
759	e4dC_e	Metabolite	4-ethyl-2'-deoxycytidine	-	x	x
760	e4dCMP_e	Metabolite	4-ethyl-2'-deoxycytidine monophosphate	-	x	x
761	E4P_e	Metabolite	D-Erythrose 4-phosphate	-	x	x
762	e5dC_e	Metabolite	5-ethyl-2'-deoxycytidine	-	x	x
763	e5dCMP_e	Metabolite	5-ethyl-2'-deoxycytidine monophosphate	-	x	x
764	e6dA_e	Metabolite	6-ethyl-2'-deoxyadenosine	-	x	x
765	e6dAMP_e	Metabolite	6-ethyl-2'-deoxyadenosine monophosphate	-	x	x
766	e7dA_e	Metabolite	7-ethyl-2'-deoxyadenosine	-	x	x
767	e7dAMP_e	Metabolite	7-ethyl-2'-deoxyadenosine monophosphate	-	x	x
768	e7dG_e	Metabolite	7-ethyl-2'-deoxyguanosine	-	x	x
769	e7dGMP_e	Metabolite	7-ethyl-2'-deoxyguanosine monophosphate	-	x	x
770	e8dG_e	Metabolite	8-ethyl-2'-deoxyguanosine	-	x	x
771	e8dGMP_e	Metabolite	8-ethyl-2'-deoxyguanosine monophosphate	-	x	x
772	enoxacin_e	Metabolite	Enoxacin	-	x	x
773	epsilon1N2dG_e	Metabolite	1,N2-etheno-2'-deoxyguanosine	-	x	x
774	epsilon1N2dGMP_e	Metabolite	1,N2-etheno-2'-deoxyguanosine monophosphate	-	x	x
775	epsilon1N6dA_e	Metabolite	1,N6-etheno-2'-deoxyadenosine	-	x	x
776	epsilon1N6dAMP_e	Metabolite	1,N6-etheno-2'-deoxyadenosine monophosphate	-	x	x
777	epsilon3N4dC_e	Metabolite	3,N4-etheno-2'-deoxycytidine	-	x	x
778	epsilon3N4dCMP_e	Metabolite	3,N4-etheno-2'-deoxycytidine monophosphate	-	x	x
779	epsilonN23dG_e	Metabolite	N2,3-etheno-2'-deoxyguanosine	-	x	x
780	epsilonN23dGMP_e	Metabolite	N2,3-etheno-2'-deoxyguanosine monophosphate	-	x	x
781	ethidium_e	Metabolite	Ethidium	-	x	x
782	ETN_e	Metabolite	ethanolamine	-	x	x
783	F1P_e	Metabolite	D-Fructose 1-phosphate	-	x	x
784	f5dU_e	Metabolite	5-formyl-2'-deoxyuridine	-	x	x
785	f5dUMP_e	Metabolite	5-formyl-2'-deoxyuridine monophosphate	-	x	x
786	F6P_e	Metabolite	D-Fructose 6-phosphate	-	x	x
787	FAD_e	Metabolite	flavin adenine dinucleotide, oxidized	-	x	x
788	FADH2_e	Metabolite	flavin adenine dinucleotide, reduced	-	x	x
789	FALD_e	Metabolite	formaldehyde	-	x	x
790	FAPydA_e	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine	-	x	x
791	FAPydAMP_e	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate	-	x	x
792	FAPydG_e	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine	-	x	x
793	FAPydGMP_e	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate	-	x	x
794	FDP_e	Metabolite	D-Fructose 1,6-bisphosphate	-	x	x
795	FE2_e	Metabolite	ferrous iron	-	x	x
796	FE3_e	Metabolite	ferric iron	-	x	x
797	FMET_e	Metabolite	N-Formyl-L-methionine	-	x	x
798	FMN_e	Metabolite	flavin mononucleotide, oxidized	-	x	x
799	FMNH2_e	Metabolite	flavin mononucleotide, reduced	-	x	x
800	FOR_e	Metabolite	Formate	-	x	x
801	FRU_e	Metabolite	D-Fructose	-	x	x
802	FTHF10_e	Metabolite	10-formyl-tetrahydrofolate	-	x	x
803	FTHF5_e	Metabolite	5-formyltetrahydrofolate	-	x	x
804	FUC1P_e	Metabolite	L-fucose 1-phosphate	-	x	x
805	G1P_e	Metabolite	D-Glucose 1-phosphate	-	x	x
806	G23CMP_e	Metabolite	2',3'-Cyclic GMP	-	x	x
807	G2P_e	Metabolite	D-Glycerate 2-phosphate	-	x	x
808	G3MP_e	Metabolite	3'-GMP	-	x	x
809	G3P_e	Metabolite	3-Phospho-D-glycerate	-	x	x
810	G6P_e	Metabolite	D-Glucose 6-phosphate	-	x	x
811	GalCer16_e	Metabolite	galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
812	GalDAG160_e	Metabolite	galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
813	GalDAG161_e	Metabolite	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
814	GalDAG181_e	Metabolite	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
815	GalGalCer16_e	Metabolite	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
816	GalGalDAG160_e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
817	GalGalDAG161_e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
818	GalGalDAG181_e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
819	GalGalGalDAG160_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
820	GalGalGalDAG161_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
821	GalGalGalDAG181_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
822	GalGalGlcCer16_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
823	GalGalGlcDAG160_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
824	GalGalGlcDAG161_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
825	GalGalGlcDAG181_e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
826	GalGlcCer16_e	Metabolite	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
827	GalGlcDAG160_e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
828	GalGlcDAG161_e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
829	GalGlcDAG181_e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
830	GDP_e	Metabolite	GDP	-	x	x
831	GDPTP_e	Metabolite	Guanosine 3'-diphosphate 5'-triphosphate	-	x	x
832	GL_e	Metabolite	glycerol	-	x	x
833	GL2P_e	Metabolite	Glycerol 2-phosphate	-	x	x
834	GL3P_e	Metabolite	Glycerol 3-phosphate	-	x	x
835	GLC_e	Metabolite	D-Glucose	-	x	x
836	GlcCer16_e	Metabolite	glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
837	GlcDAG160_e	Metabolite	glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
838	GlcDAG161_e	Metabolite	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
839	GlcDAG181_e	Metabolite	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
840	GlcGalCer16_e	Metabolite	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
841	GlcGalDAG160_e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
842	GlcGalDAG161_e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
843	GlcGalDAG181_e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
844	GlcGalGalDAG160_e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
845	GlcGalGalDAG161_e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
846	GlcGalGalDAG181_e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
847	GlcGalGlcDAG160_e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
848	GlcGalGlcDAG161_e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
849	GlcGalGlcDAG181_e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
850	GlcGlcDAG160_e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
851	GlcGlcDAG161_e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
852	GlcGlcDAG181_e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
853	GlcGlcGlcDAG160_e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
854	GlcGlcGlcDAG161_e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
855	GlcGlcGlcDAG181_e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
856	glchm5dC_e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine	-	x	x
857	glchm5dCMP_e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
858	glchm5dU_e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine	-	x	x
859	glchm5dUMP_e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
860	GLN_e	Metabolite	L-glutamine	-	x	x
861	GlnGln_e	Metabolite	L-glutaminyl-L-glutamine	-	x	x
862	GLU_e	Metabolite	L-Glutamate	-	x	x
863	gludT_e	Metabolite	a-glutamyl-2'-deoxythymidine	-	x	x
864	gludTMP_e	Metabolite	a-glutamyl-2'-deoxythymidine monophosphate	-	x	x
865	GluGlu_e	Metabolite	L-glutamyl-L-glutamic acid	-	x	x
866	GLY_e	Metabolite	glycine	-	x	x
867	GlyGly_e	Metabolite	L-glycyl-L-glycine	-	x	x
868	Gm_e	Metabolite	2'-O-methylguanosine	-	x	x
869	GmMP_e	Metabolite	2'-O-methylguanosine monophosphate	-	x	x
870	GMP_e	Metabolite	GMP	-	x	x
871	GMP_Lysine_e	Metabolite	GMP-lysine	-	x	x
872	GMP_Mor_e	Metabolite	GMP-morpholidate	-	x	x
873	GN_e	Metabolite	guanine	-	x	x
874	GPCH_e	Metabolite	sn-Glycero-3-phosphocholine	-	x	x
875	GPE_e	Metabolite	sn-Glycero-3-phosphoethanolamine	-	x	x
876	GPG_e	Metabolite	Glycerophosphoglycerol	-	x	x
877	GPI_e	Metabolite	sn-Glycero-3-phospho-1-inositol	-	x	x
878	GPS_e	Metabolite	Glycerophosphoserine	-	x	x
879	GSN_e	Metabolite	guanosine	-	x	x
880	GTP_e	Metabolite	GTP	-	x	x
881	H_e	Metabolite	hydrogen ion	-	x	x
882	H2O_e	Metabolite	water	-	x	x
883	H2O2_e	Metabolite	hydrogen peroxide	-	x	x
884	HCYS_e	Metabolite	L-homocysteine	-	x	x
885	HDCA_e	Metabolite	Hexadecanoate (n-C16:0)	-	x	x
886	HDCEA_e	Metabolite	Hexadecenoate (n-C16:1)	-	x	x
887	HDECEG3P_e	Metabolite	1-hexadecanoyl-sn-glycerol 3-phosphate	-	x	x
888	HDECG3P_e	Metabolite	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
889	HIS_e	Metabolite	L-Histidine	-	x	x
890	HisHis_e	Metabolite	L-histidyl-L-histidine	-	x	x
891	hm3dC_e	Metabolite	3'-hydroxymethyl-2'-deoxycytidine	-	x	x
892	hm3dCMP_e	Metabolite	3'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
893	hm5dC_e	Metabolite	5'-hydroxymethyl-2'-deoxycytidine	-	x	x
894	hm5dCMP_e	Metabolite	5'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
895	hm5dU_e	Metabolite	5-hydroxymethyl-2'-deoxyuridine	-	x	x
896	hm5dUMP_e	Metabolite	5-hydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
897	hm5hydantoin_dRibose_e	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose	-	x	x
898	hm5hydantoin_dRiboseMP_e	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate	-	x	x
899	ho5dC_e	Metabolite	5-Hydroxy-2'-deoxycytidine	-	x	x
900	ho5dCMP_e	Metabolite	5-Hydroxy-2'-deoxycytidine monophosphate	-	x	x
901	ho5dU_e	Metabolite	5-hydroxy-2'-deoxyuridine	-	x	x
902	ho5dUMP_e	Metabolite	5-hydroxy-2'-deoxyuridine monophosphate	-	x	x
903	ho5ho6dT_e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine	-	x	x
904	ho5ho6dTMP_e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate	-	x	x
905	ho5ho6dU_e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine	-	x	x
906	ho5ho6dUMP_e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate	-	x	x
907	ho5hydantoin_dRibose_e	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose	-	x	x
908	ho5hydantoin_dRiboseMP_e	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate	-	x	x
909	HPHPYR_e	Metabolite	3-(4-Hydroxyphenyl)pyruvate	-	x	x
910	hydride_e	Metabolite	hydride	-	x	x
911	hydroxyl_radical_e	Metabolite	hydroxyl radical	-	x	x
912	HYXN_e	Metabolite	hypoxanthine	-	x	x
913	IDP_e	Metabolite	IDP	-	x	x
914	ILE_e	Metabolite	L-Isoleucine	-	x	x
915	IleIle_e	Metabolite	L-isoleucyl-L-isoleucine	-	x	x
916	IMP_e	Metabolite	IMP	-	x	x
917	INOS_e	Metabolite	myo-inositol	-	x	x
918	INS_e	Metabolite	inosine	-	x	x
919	ITP_e	Metabolite	ITP	-	x	x
920	K_e	Metabolite	potassium ion	-	x	x
921	k2C_e	Metabolite	lysidine	-	x	x
922	k2CMP_e	Metabolite	lysidine monophosphate	-	x	x
923	LAC_e	Metabolite	D-lactate	-	x	x
924	LEU_e	Metabolite	L-Leucine	-	x	x
925	LeuLeu_e	Metabolite	L-leucyl-L-leucine	-	x	x
926	LIPOATE_e	Metabolite	lipoate	-	x	x
927	LIPOYLAMP_e	Metabolite	lipoyl-AMP	-	x	x
928	LIPOYLLYS_e	Metabolite	N(6)-(lipoyl)lysine	-	x	x
929	lomefloxacin_e	Metabolite	Lomefloxacin	-	x	x
930	LYS_e	Metabolite	L-Lysine	-	x	x
931	LysLys_e	Metabolite	L-lysyl-L-lysine	-	x	x
932	m1dA_e	Metabolite	1-methyl-2'-deoxyadenosine	-	x	x
933	m1dAMP_e	Metabolite	1-methyl-2'-deoxyadenosine monophosphate	-	x	x
934	m1dG_e	Metabolite	1-methyl-2'-deoxyguanosine	-	x	x
935	m1dGMP_e	Metabolite	1-methyl-2'-deoxyguanosine monophosphate	-	x	x
936	m1G_e	Metabolite	1-methylguanosine	-	x	x
937	m1GMP_e	Metabolite	1-methylguanosine monophosphate	-	x	x
938	m2G_e	Metabolite	N(2)-methylguanosine	-	x	x
939	m2GMP_e	Metabolite	N(2)-methylguanosine monophosphate	-	x	x
940	m3dA_e	Metabolite	3-methyl-2'-deoxyadenosine	-	x	x
941	m3dAMP_e	Metabolite	3-methyl-2'-deoxyadenosine monophosphate	-	x	x
942	m3dC_e	Metabolite	3-methyl-2'-deoxycytidine	-	x	x
943	m3dCMP_e	Metabolite	3-methyl-2'-deoxycytidine monophosphate	-	x	x
944	m3dG_e	Metabolite	3-methyl-2'-deoxyguanosine	-	x	x
945	m3dGMP_e	Metabolite	3-methyl-2'-deoxyguanosine monophosphate	-	x	x
946	m3dT_e	Metabolite	3'-methyl-2'-deoxythymidine	-	x	x
947	m3dTMP_e	Metabolite	3'-methyl-2'-deoxythymidine monophosphate	-	x	x
948	m4dC_e	Metabolite	4-methyl-2'-deoxycytidine	-	x	x
949	m4dCMP_e	Metabolite	4-methyl-2'-deoxycytidine monophosphate	-	x	x
950	m5C_e	Metabolite	5-methylcytidine	-	x	x
951	m5CMP_e	Metabolite	5-methylcytidine monophosphate	-	x	x
952	m5dC_e	Metabolite	5-methyl-2'-deoxycytidine	-	x	x
953	m5dCMP_e	Metabolite	5-methyl-2'-deoxycytidine monophosphate	-	x	x
954	m62A_e	Metabolite	N6,N6-dimethyladenosine	-	x	x
955	m62AMP_e	Metabolite	N6,N6-dimethyladenosine monophosphate	-	x	x
956	m6A_e	Metabolite	N(6)-methyladenine	-	x	x
957	m6AMP_e	Metabolite	N(6)-methyladenine monophosphate	-	x	x
958	m6dA_e	Metabolite	6-methyl-2'-deoxyadenosine	-	x	x
959	m6dAMP_e	Metabolite	6-methyl-2'-deoxyadenosine monophosphate	-	x	x
960	m7dA_e	Metabolite	7-methyl-2'-deoxyadenosine	-	x	x
961	m7dAMP_e	Metabolite	7-methyl-2'-deoxyadenosine monophosphate	-	x	x
962	m7dG_e	Metabolite	7-methyl-2'-deoxyguanosine	-	x	x
963	m7dGMP_e	Metabolite	7-methyl-2'-deoxyguanosine monophosphate	-	x	x
964	m7G_e	Metabolite	7-methylguanosine	-	x	x
965	m7GMP_e	Metabolite	7-methylguanosine monophosphate	-	x	x
966	m8dG_e	Metabolite	8-methyl-2'-deoxyguanosine	-	x	x
967	m8dGMP_e	Metabolite	8-methyl-2'-deoxyguanosine monophosphate	-	x	x
968	MAL_e	Metabolite	L-Malate	-	x	x
969	MAN_e	Metabolite	D-Mannose	-	x	x
970	MAN1P_e	Metabolite	D-Mannose 1-phosphate	-	x	x
971	MAN6P_e	Metabolite	D-Mannose 6-phosphate	-	x	x
972	MET_e	Metabolite	L-Methionine	-	x	x
973	METHF_e	Metabolite	5,10-methyltetrahydrofolate	-	x	x
974	methylRed_e	Metabolite	4′-dimethylaminoazobenzene-2-carboxylic acid	-	x	x
975	METHYL_OCDCEA_e	Metabolite	methyl oleate	-	x	x
976	MetMet_e	Metabolite	L-methionyl-L-methionine	-	x	x
977	METSOXRL_e	Metabolite	L-Methionine-R-Sulfoxide	-	x	x
978	METSOXSL_e	Metabolite	L-Methionine-S-Sulfoxide	-	x	x
979	METTHF_e	Metabolite	5,10-Methylenetetrahydrofolate	-	x	x
980	MG_e	Metabolite	magnesium ion	-	x	x
981	MN_e	Metabolite	manganese ion	-	x	x
982	MO_e	Metabolite	molybdenum ion	-	x	x
983	MOBD_e	Metabolite	Molybdate	-	x	x
984	MONOBUTYRIN_e	Metabolite	1-monobutyrin	-	x	x
985	MOR_e	Metabolite	morpholine	-	x	x
986	MTHF_e	Metabolite	5-Methyltetrahydrofolate	-	x	x
987	n2dA_e	Metabolite	2-amino-2'-deoxyadenosine	-	x	x
988	n2dAMP_e	Metabolite	2-amino-2'-deoxyadenosine monophosphate	-	x	x
989	NA_e	Metabolite	sodium ion	-	x	x
990	NAAD_e	Metabolite	nicotinic acid adenine dinucleotide	-	x	x
991	NAC_e	Metabolite	nicotinate	-	x	x
992	NAD_e	Metabolite	nicotinamide adenine dinucleotide, oxidized	-	x	x
993	NADH_e	Metabolite	nicotinamide adenine dinucleotide, reduced	-	x	x
994	NADP_e	Metabolite	nicotinamide adenine dinucleotide phosphate, oxidized	-	x	x
995	NADPH_e	Metabolite	nicotinamide adenine dinucleotide phosphate, reduced	-	x	x
996	NAMN_e	Metabolite	nicotinate/nicotinic acid mononucleotide	-	x	x
997	NH3_e	Metabolite	ammonia	-	x	x
998	NH4_e	Metabolite	ammonium	-	x	x
999	NI_e	Metabolite	nickel	-	x	x
1000	nisin_e	Metabolite	nisin	-	x	x
1001	NMN_e	Metabolite	nicotinamide mononucleotide	-	x	x
1002	norfloxacin_e	Metabolite	Norfloxacin	-	x	x
1003	novobiocin_e	Metabolite	Novobiocin	-	x	x
1004	NR_e	Metabolite	Nicotinate D-ribonucleotide	-	x	x
1005	O2_e	Metabolite	oxygen	-	x	x
1006	O2edC_e	Metabolite	2'-O-ethyl-2'-deoxycytidine	-	x	x
1007	O2edCMP_e	Metabolite	2'-O-ethyl-2'-deoxycytidine monophosphate	-	x	x
1008	O2edT_e	Metabolite	2'-O-ethyl-2'-deoxythymidine	-	x	x
1009	O2edTMP_e	Metabolite	2'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1010	O2mdC_e	Metabolite	2'-O-methyl-2'-deoxycytidine	-	x	x
1011	O2mdCMP_e	Metabolite	2'-O-methyl-2'-deoxycytidine monophosphate	-	x	x
1012	O2mdT_e	Metabolite	2'-O-methyl-2'-deoxythymidine	-	x	x
1013	O2mdTMP_e	Metabolite	2'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
